id,Bacteroidetes,Firmicutes
10317.000001000,0.5211991434689508,0.2556745182012848
10317.000001001,0.19487877561531952,0.6257679997056768
10317.000001002,0.7077737077737077,0.27228327228327226
10317.000001004,0.5520661157024793,0.28628099173553717
10317.000001008,0.8511285822977428,0.14608166370783668
10317.000001011,0.4873015873015873,0.4577777777777778
10317.000001020,0.2706497125936248,0.6658421877721651
10317.000001022,0.23207290750659526,0.7281157566552082
10317.000001025,0.5591748099891423,0.4254071661237785
10317.000001026,0.3619957030317498,0.5459059441394127
10317.000001028,0.37470423747042375,0.597225209722521
10317.000001031,0.799066924066924,0.15548584298584298
10317.000001032,0.6395028509193414,0.24665257223396758
10317.000001038,0.2572568940493469,0.6539066279632317
10317.000001041,0.7091118505246993,0.2476324545687228
10317.000001042,0.3974373907979033,0.530227140361095
10317.000001044,0.5526415094339623,0.4088679245283019
10317.000001046,0.3068655961562777,0.2895435579719307
10317.000001047,0.5206883509833585,0.3736006051437216
10317.000001048,0.4062394031875212,0.5123770769752458
10317.000001049,0.18842864940263207,0.7753047486202923
10317.000001056,0.5392741345047589,0.45162639891224765
10317.000001058,0.8251090512540894,0.17148309705561615
10317.000001059,0.4796457648907299,0.5019997143265248
10317.000001060,0.26340836012861735,0.4601929260450161
10317.000001062,0.6571756601607348,0.27967853042479907
10317.000001065,0.7024032459425718,0.1647940074906367
10317.000001067,0.1933312296202798,0.005364468286525718
10317.000001072,0.6062321702874698,0.3762124204520518
10317.000001073,0.6371971185330714,0.33988212180746563
10317.000001077,0.49575231262979047,0.49650745705116106
10317.000001078,0.3940292972371593,0.16966437975152976
10317.000001079,0.43175128771155263,0.5551876379690949
10317.000001084,0.16700404858299595,0.720310391363023
10317.000001086,0.6859617137648131,0.3076572470373747
10317.000001089,0.4148717948717949,0.49735042735042734
10317.000001097,0.5165237831858407,0.3024059734513274
10317.000001098,0.5340661423291955,0.4465081019615275
10317.000001099,0.15614252304305956,0.7064933278305131
10317.000001100,0.6178040195299194,0.36187123878732824
10317.000001109,0.290729513006063,0.3980050850772541
10317.000001111,0.25925373134328356,0.19074626865671643
10317.000001115,0.6094021666443761,0.33348936739333956
10317.000001116,0.3628235294117647,0.3344313725490196
10317.000001118,0.31551724137931036,0.4852216748768473
10317.000001121,0.5088643028525727,0.4429485470541189
10317.000001126,0.46084070796460175,0.32831858407079645
10317.000001128,0.5610393603936039,0.4195879458794588
10317.000001129,0.7263653483992467,0.20696798493408664
10317.000001130,0.13393939393939394,0.6448484848484849
10317.000001135,0.8686131386861314,0.125669099756691
10317.000001140,0.38195833823702485,0.5673178768977286
10317.000001141,0.5853420649296364,0.35794900376201755
10317.000001142,0.11204904029745755,0.5782333433825746
10317.000001150,0.29724428753554966,0.4693537314896538
10317.000001151,0.2703304864463424,0.6497586334942443
10317.000001152,0.6394523326572008,0.31288032454361053
10317.000001154,0.7231856133590238,0.2506422607578677
10317.000001155,0.8179214402618658,0.10024549918166939
10317.000001161,0.5066255778120184,0.47916452662215375
10317.000001166,0.0017477170446104776,0.9781972298684843
10317.000001170,0.5759169186275799,0.22176942289996057
10317.000001171,0.39770114942528734,0.4793103448275862
10317.000001173,0.5433679833679834,0.4227027027027027
10317.000001174,0.8468468468468469,0.14774774774774774
10317.000001175,0.023421095138103698,0.8609271523178808
10317.000001180,0.6318372516425236,0.3451278397846909
10317.000001182,0.4556354916067146,0.5002606610363883
10317.000001184,0.32915407854984896,0.5308157099697886
10317.000001186,0.005931198102016607,0.9695531830763148
10317.000001189,0.4195994698866146,0.5013252834634074
10317.000001192,0.48235697156560464,0.412584218339614
10317.000001193,0.3735157071997595,0.5725737762412947
10317.000001194,0.03494176372712146,0.9539656128674432
10317.000001196,0.41473711142381986,0.5154151208903671
10317.000001197,0.48898630136986304,0.43353424657534245
10317.000001203,0.48306563624060683,0.248335054667189
10317.000001205,0.002708503679476697,0.7895032706459526
10317.000001208,0.5296428822002386,0.46179751631235527
10317.000001209,0.3638428535374779,0.5474888533692269
10317.000001216,0.27561608300907914,0.6961738002594033
10317.000001218,0.3696778269109286,0.6082122552116235
10317.000001221,0.5052142051860203,0.3649943630214205
10317.000001225,0.8308945542314075,0.14889123548046462
10317.000001228,0.8546421449146909,0.12696654110347885
10317.000001230,0.4995830630964514,0.45427591957750396
10317.000001231,0.3228551904081506,0.6547803938622103
10317.000001234,0.29683131407269336,0.2494874184529357
10317.000001240,0.15823102878885778,0.11364778519635294
10317.000001243,0.2228370055659849,0.6587293745677305
10317.000001244,0.487192493025615,0.32893735734212526
10317.000001246,0.006473167675923992,0.13969513468365002
10317.000001247,0.3031434975001437,0.6025515774955462
10317.000001248,0.16648106904231627,0.16870824053452116
10317.000001252,0.6027956176803929,0.2904420098224405
10317.000001253,0.509231580798312,0.19324775804466326
10317.000001255,0.09324376036396105,0.4150261490709639
10317.000001256,0.45776711963762323,0.49586997069011457
10317.000001263,0.021760439129582435,0.6555577337776907
10317.000001267,0.42643391521197005,0.5507284420527628
10317.000001269,0.747537688442211,0.19557788944723617
